"OrganizationIdentifier.x","ActivityIdentifier","ActivityStartDate","ActivityStartTime.Time","MonitoringLocationIdentifier","CharacteristicName","ResultMeasureValue.x","ResultMeasure.MeasureUnitCode.x","MeasureQualifierCode.x","ResultDetectionConditionText","ResultValueTypeName","ResultLaboratoryCommentText","DetectionQuantitationLimitTypeName","DetectionQuantitationLimitMeasure.MeasureValue","DetectionQuantitationLimitMeasure.MeasureUnitCode","ResultMeasureValue.y","ResultMeasure.MeasureUnitCode.y","MeasureQualifierCode.y","ResultSampleFractionText","strd","detect","quant","qual","set_det_limit","set_half_det_limit","set_0","half_crit","set_det_limit_excur","set_half_det_limit_excur","set_0_excur","half_crit_excur"
"USGS-OR","nwisor.01.00900972",2008-11-04,"10:26:00","USGS-452109122531101","Lead","0.050","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",26,"mg/l CaCO3",NA,"Dissolved",0.572671453038902,"","Est","Est","0.050","0.050","0.050","0.050",0,0,0,0
"USGS-OR","nwisor.01.01101911",2011-08-02,"09:51:00","USGS-14206950","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",108,"mg/l CaCO3",NA,"Dissolved",3.50907704279369,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01200410",2011-10-03,"10:43:00","USGS-14207600","Lead","0.031","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",56,"mg/l CaCO3",NA,"Dissolved",1.52085503892094,"","Est","Est","0.031","0.031","0.031","0.031",0,0,0,0
"USGS-OR","nwisor.01.01200592",2011-12-05,"11:23:00","USGS-14206440","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",36,"mg/l CaCO3",NA,"Dissolved",0.866597728064584,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01200534",2011-12-05,"12:06:00","USGS-14206740","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",42,"mg/l CaCO3",NA,"Dissolved",1.05448597855228,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01200536",2011-10-03,"08:24:00","USGS-14206690","Lead","0.060","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",59,"mg/l CaCO3",NA,"Dissolved",1.62532072590084,"","Est","Est","0.060","0.060","0.060","0.060",0,0,0,0
"USGS-OR","nwisor.01.01200604",2011-10-03,"10:24:00","USGS-14204800","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",33,"mg/l CaCO3",NA,"Dissolved",0.775733788080823,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01200612",2011-12-05,"10:26:00","USGS-14204800","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",32,"mg/l CaCO3",NA,"Dissolved",0.745933969272114,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01200614",2011-10-03,"10:03:00","USGS-14204660","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",34,"mg/l CaCO3",NA,"Dissolved",0.805781188062158,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01200616",2011-10-03,"09:46:00","USGS-14203500","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",29,"mg/l CaCO3",NA,"Dissolved",0.658077608589536,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01200582",2011-12-05,"10:58:00","USGS-14206500","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",42,"mg/l CaCO3",NA,"Dissolved",1.05448597855228,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01200653",2011-10-04,"08:45:00","USGS-453026123063401","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",52,"mg/l CaCO3",NA,"Dissolved",1.3839382702139,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01200680",2011-12-06,"08:37:00","USGS-14206200","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",33,"mg/l CaCO3",NA,"Dissolved",0.775733788080823,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01200710",2011-12-06,"11:37:00","USGS-453030122560101","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",82,"mg/l CaCO3",NA,"Dissolved",2.47132291843242,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01002262",2010-05-04,"09:33:00","USGS-14206950","Lead","0.028","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",75,"mg/l CaCO3",NA,"Dissolved",2.20595907400674,"","Est","Est","0.028","0.028","0.028","0.028",0,0,0,0
"USGS-OR","nwisor.01.01002266",2010-06-02,"09:36:00","USGS-14206950","Lead","0.088","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",42,"mg/l CaCO3",NA,"Dissolved",1.05448597855228,"","Est","Est","0.088","0.088","0.088","0.088",0,0,0,0
"USGS-OR","nwisor.01.01002280",2010-09-08,"10:10:00","USGS-14206950","Lead","0.063","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",56,"mg/l CaCO3",NA,"Dissolved",1.52085503892094,"","Est","Est","0.063","0.063","0.063","0.063",0,0,0,0
"USGS-OR","nwisor.01.01100317",2010-10-04,"11:17:00","USGS-14207600","Lead","0.037","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",57,"mg/l CaCO3",NA,"Dissolved",1.55551124101354,"","Est","Est","0.037","0.037","0.037","0.037",0,0,0,0
"USGS-OR","nwisor.01.01100321",2010-11-01,"10:27:00","USGS-14207600","Lead","0.034","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",41,"mg/l CaCO3",NA,"Dissolved",1.02262948939789,"","Est","Est","0.034","0.034","0.034","0.034",0,0,0,0
"USGS-OR","nwisor.01.01100323",2010-11-30,"11:15:00","USGS-14207600","Lead","0.023","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",42,"mg/l CaCO3",NA,"Dissolved",1.05448597855228,"","Est","Est","0.023","0.023","0.023","0.023",0,0,0,0
"USGS-OR","nwisor.01.01100428",2010-10-04,"10:45:00","USGS-14206500","Lead","0.035","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",47,"mg/l CaCO3",NA,"Dissolved",1.2168163478348,"","Est","Est","0.035","0.035","0.035","0.035",0,0,0,0
"USGS-OR","nwisor.01.01100434",2010-11-30,"10:18:00","USGS-14206500","Lead","0.025","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",35,"mg/l CaCO3",NA,"Dissolved",0.836070852475278,"","Est","Est","0.025","0.025","0.025","0.025",0,0,0,0
"USGS-OR","nwisor.01.01100462",2010-11-30,"09:37:00","USGS-14204660","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",30,"mg/l CaCO3",NA,"Dissolved",0.687099796481718,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01100467",2010-11-01,"09:01:00","USGS-14203500","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",32,"mg/l CaCO3",NA,"Dissolved",0.745933969272114,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01100479",2010-10-05,"09:25:00","USGS-14203000","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",30,"mg/l CaCO3",NA,"Dissolved",0.687099796481718,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01100511",2010-11-02,"10:21:00","USGS-453229123101101","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",32,"mg/l CaCO3",NA,"Dissolved",0.745933969272114,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01100529",2010-12-01,"10:21:00","USGS-14205850","Lead","0.048","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",21,"mg/l CaCO3",NA,"Dissolved",0.436344619224488,"","Est","Est","0.048","0.048","0.048","0.048",0,0,0,0
"USGS-OR","nwisor.01.01100531",2010-10-05,"10:57:00","USGS-453158123001701","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",54,"mg/l CaCO3",NA,"Dissolved",1.45205049399459,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01200728",2011-12-12,"11:13:00","USGS-453004122510301","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",83,"mg/l CaCO3",NA,"Dissolved",2.50975237707462,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01200691",2011-10-04,"11:04:00","USGS-453158123001701","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",83,"mg/l CaCO3",NA,"Dissolved",2.50975237707462,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01200757",2011-10-04,"09:38:00","USGS-452109122531101","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",28,"mg/l CaCO3",NA,"Dissolved",0.629327393963731,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01100873",2011-01-04,"10:46:00","USGS-14207600","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",26,"mg/l CaCO3",NA,"Dissolved",0.572671453038902,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01100881",2011-05-02,"10:48:00","USGS-14207600","Lead","0.024","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",38,"mg/l CaCO3",NA,"Dissolved",0.928344098925167,"","Est","Est","0.024","0.024","0.024","0.024",0,0,0,0
"USGS-OR","nwisor.01.01100886",2011-06-06,"10:35:00","USGS-14207600","Lead","0.037","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",46,"mg/l CaCO3",NA,"Dissolved",1.18395496299884,"","Est","Est","0.037","0.037","0.037","0.037",0,0,0,0
"USGS-OR","nwisor.01.01200748",2011-10-04,"09:06:00","USGS-14206750","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",63,"mg/l CaCO3",NA,"Dissolved",1.76687156737283,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01100890",2011-07-05,"10:21:00","USGS-14207600","Lead","0.055","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",60,"mg/l CaCO3",NA,"Dissolved",1.66046988855691,"","Est","Est","0.055","0.055","0.055","0.055",0,0,0,0
"USGS-OR","nwisor.01.01100894",2011-08-01,"10:55:00","USGS-14207600","Lead","0.036","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",59,"mg/l CaCO3",NA,"Dissolved",1.62532072590084,"","Est","Est","0.036","0.036","0.036","0.036",0,0,0,0
"USGS-OR","nwisor.01.01100899",2011-09-06,"10:29:00","USGS-14207600","Lead","0.023","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",61,"mg/l CaCO3",NA,"Dissolved",1.69577935071652,"","Est","Est","0.023","0.023","0.023","0.023",0,0,0,0
"USGS-OR","nwisor.01.01100923",2011-03-01,"10:21:00","USGS-14207050","Lead","0.041","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",33,"mg/l CaCO3",NA,"Dissolved",0.775733788080823,"","Est","Est","0.041","0.041","0.041","0.041",0,0,0,0
"USGS-OR","nwisor.01.01100921",2011-02-01,"10:15:00","USGS-14207050","Lead","0.032","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",42,"mg/l CaCO3",NA,"Dissolved",1.05448597855228,"","Est","Est","0.032","0.032","0.032","0.032",0,0,0,0
"USGS-OR","nwisor.01.01100543",2010-11-02,"12:23:00","USGS-453030122560101","Lead","0.048","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",36,"mg/l CaCO3",NA,"Dissolved",0.866597728064584,"","Est","Est","0.048","0.048","0.048","0.048",0,0,0,0
"USGS-OR","nwisor.01.01100551",2010-10-06,"08:55:00","USGS-453115122542701","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",101,"mg/l CaCO3",NA,"Dissolved",3.222148644548,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01100553",2010-11-03,"09:16:00","USGS-453115122542701","Lead","0.027","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",45,"mg/l CaCO3",NA,"Dissolved",1.1512880389533,"","Est","Est","0.027","0.027","0.027","0.027",0,0,0,0
"USGS-OR","nwisor.01.01100555",2010-12-06,"09:28:00","USGS-453115122542701","Lead","0.025","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",83,"mg/l CaCO3",NA,"Dissolved",2.50975237707462,"","Est","Est","0.025","0.025","0.025","0.025",0,0,0,0
"USGS-OR","nwisor.01.01100559",2010-11-03,"10:48:00","USGS-453004122510301","Lead","0.033","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",49,"mg/l CaCO3",NA,"Dissolved",1.28311054016575,"","Est","Est","0.033","0.033","0.033","0.033",0,0,0,0
"USGS-OR","nwisor.01.01100585",2010-11-02,"08:40:00","USGS-14206750","Lead","0.027","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",34,"mg/l CaCO3",NA,"Dissolved",0.805781188062158,"","Est","Est","0.027","0.027","0.027","0.027",0,0,0,0
"USGS-OR","nwisor.01.01100589",2010-10-05,"09:16:00","USGS-452109122531101","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",30,"mg/l CaCO3",NA,"Dissolved",0.687099796481718,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01100609",2010-12-01,"10:05:00","USGS-14206950","Lead","0.119","ug/l","","","Actual","","Lower Reporting Limit",0.02,"ug/l",43,"mg/l CaCO3",NA,"Dissolved",1.08655022632219,"","","=","0.119","0.119","0.119","0.119",0,0,0,0
"USGS-OR","nwisor.01.01001093",2010-03-01,"10:30:00","USGS-14207600","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",36,"mg/l CaCO3",NA,"Dissolved",0.866597728064584,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01001184",2010-06-01,"10:33:00","USGS-14207050","Lead","0.036","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",49,"mg/l CaCO3",NA,"Dissolved",1.28311054016575,"","Est","Est","0.036","0.036","0.036","0.036",0,0,0,0
"USGS-OR","nwisor.01.01001368",2010-03-01,"08:50:00","USGS-14206740","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",32,"mg/l CaCO3",NA,"Dissolved",0.745933969272114,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01001596",2010-02-01,"11:05:00","USGS-14206500","Lead","0.089","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",34,"mg/l CaCO3",NA,"Dissolved",0.805781188062158,"","Est","Est","0.089","0.089","0.089","0.089",0,0,0,0
"USGS-OR","nwisor.01.01002017",2010-03-02,"10:47:00","USGS-453158123001701","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",33,"mg/l CaCO3",NA,"Dissolved",0.775733788080823,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01002046",2010-03-02,"11:16:00","USGS-453030122560101","Lead","0.038","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",65,"mg/l CaCO3",NA,"Dissolved",1.83858268438507,"","Est","Est","0.038","0.038","0.038","0.038",0,0,0,0
"USGS-OR","nwisor.01.01001149",2010-04-05,"10:28:00","USGS-14207050","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",31,"mg/l CaCO3",NA,"Dissolved",0.716387334235309,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01100927",2011-05-02,"09:49:00","USGS-14207050","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",37,"mg/l CaCO3",NA,"Dissolved",0.897357005013293,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01101021",2011-03-01,"09:39:00","USGS-14206960","Lead","0.028","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",34,"mg/l CaCO3",NA,"Dissolved",0.805781188062158,"","Est","Est","0.028","0.028","0.028","0.028",0,0,0,0
"USGS-OR","nwisor.01.01100962",2011-08-01,"09:56:00","USGS-14207050","Lead","0.046","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",57,"mg/l CaCO3",NA,"Dissolved",1.55551124101354,"","Est","Est","0.046","0.046","0.046","0.046",0,0,0,0
"USGS-OR","nwisor.01.01101023",2011-04-05,"09:43:00","USGS-14206960","Lead","0.020","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",36,"mg/l CaCO3",NA,"Dissolved",0.866597728064584,"","Est","Est","0.020","0.020","0.020","0.020",0,0,0,0
"USGS-OR","nwisor.01.01101083",2011-01-04,"08:54:00","USGS-14206740","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",27,"mg/l CaCO3",NA,"Dissolved",0.600856182807355,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01101085",2011-02-01,"12:01:00","USGS-14206740","Lead","0.020","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",39,"mg/l CaCO3",NA,"Dissolved",0.959554634581002,"","Est","Est","0.020","0.020","0.020","0.020",0,0,0,0
"USGS-OR","nwisor.01.01101089",2011-04-05,"11:27:00","USGS-14206740","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",35,"mg/l CaCO3",NA,"Dissolved",0.836070852475278,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01101091",2011-05-02,"11:30:00","USGS-14206740","Lead","0.021","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",35,"mg/l CaCO3",NA,"Dissolved",0.836070852475278,"","Est","Est","0.021","0.021","0.021","0.021",0,0,0,0
"USGS-OR","nwisor.01.01101067",2011-09-06,"08:51:00","USGS-14206960","Lead","0.034","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",61,"mg/l CaCO3",NA,"Dissolved",1.69577935071652,"","Est","Est","0.034","0.034","0.034","0.034",0,0,0,0
"USGS-OR","nwisor.01.01101096",2011-06-06,"11:16:00","USGS-14206740","Lead","0.028","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",43,"mg/l CaCO3",NA,"Dissolved",1.08655022632219,"","Est","Est","0.028","0.028","0.028","0.028",0,0,0,0
"USGS-OR","nwisor.01.01101160",2011-01-04,"08:28:00","USGS-14206690","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",27,"mg/l CaCO3",NA,"Dissolved",0.600856182807355,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01101168",2011-05-02,"08:34:00","USGS-14206690","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",36,"mg/l CaCO3",NA,"Dissolved",0.866597728064584,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01101173",2011-06-06,"08:25:00","USGS-14206690","Lead","0.033","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",43,"mg/l CaCO3",NA,"Dissolved",1.08655022632219,"","Est","Est","0.033","0.033","0.033","0.033",0,0,0,0
"USGS-OR","nwisor.01.01001199",2010-07-06,"10:20:00","USGS-14207050","Lead","0.057","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",60,"mg/l CaCO3",NA,"Dissolved",1.66046988855691,"","Est","Est","0.057","0.057","0.057","0.057",0,0,0,0
"USGS-OR","nwisor.01.01001256",2010-09-07,"10:05:00","USGS-14207050","Lead","0.035","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",58,"mg/l CaCO3",NA,"Dissolved",1.59033383358824,"","Est","Est","0.035","0.035","0.035","0.035",0,0,0,0
"USGS-OR","nwisor.01.01001283",2010-04-05,"09:56:00","USGS-14206960","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",31,"mg/l CaCO3",NA,"Dissolved",0.716387334235309,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01001304",2010-06-01,"09:46:00","USGS-14206960","Lead","0.036","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",48,"mg/l CaCO3",NA,"Dissolved",1.24986917631083,"","Est","Est","0.036","0.036","0.036","0.036",0,0,0,0
"USGS-OR","nwisor.01.01001350",2010-09-07,"09:30:00","USGS-14206960","Lead","0.033","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",56,"mg/l CaCO3",NA,"Dissolved",1.52085503892094,"","Est","Est","0.033","0.033","0.033","0.033",0,0,0,0
"USGS-OR","nwisor.01.01001370",2010-04-05,"09:16:00","USGS-14206740","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",30,"mg/l CaCO3",NA,"Dissolved",0.687099796481718,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01001430",2010-08-02,"11:55:00","USGS-14206740","Lead","0.029","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",57,"mg/l CaCO3",NA,"Dissolved",1.55551124101354,"","Est","Est","0.029","0.029","0.029","0.029",0,0,0,0
"USGS-OR","nwisor.01.01001550",2010-08-02,"08:39:00","USGS-14206690","Lead","0.039","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",62,"mg/l CaCO3",NA,"Dissolved",1.73124719747016,"","Est","Est","0.039","0.039","0.039","0.039",0,0,0,0
"USGS-OR","nwisor.01.01001620",2010-09-07,"10:28:00","USGS-14206500","Lead","0.029","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",45,"mg/l CaCO3",NA,"Dissolved",1.1512880389533,"","Est","Est","0.029","0.029","0.029","0.029",0,0,0,0
"USGS-OR","nwisor.01.01001632",2010-05-03,"10:42:00","USGS-14206440","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",35,"mg/l CaCO3",NA,"Dissolved",0.836070852475278,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01001691",2010-05-03,"09:49:00","USGS-14204800","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",35,"mg/l CaCO3",NA,"Dissolved",0.836070852475278,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01001714",2010-02-01,"10:19:00","USGS-14204660","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",30,"mg/l CaCO3",NA,"Dissolved",0.687099796481718,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01001716",2010-04-05,"09:19:00","USGS-14204660","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",26,"mg/l CaCO3",NA,"Dissolved",0.572671453038902,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01101239",2011-01-04,"10:01:00","USGS-14206500","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",27,"mg/l CaCO3",NA,"Dissolved",0.600856182807355,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01101275",2011-04-05,"10:04:00","USGS-14206440","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",31,"mg/l CaCO3",NA,"Dissolved",0.716387334235309,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01101219",2011-09-06,"08:05:00","USGS-14206690","Lead","0.054","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",59,"mg/l CaCO3",NA,"Dissolved",1.62532072590084,"","Est","Est","0.054","0.054","0.054","0.054",0,0,0,0
"USGS-OR","nwisor.01.01101241",2011-02-01,"10:48:00","USGS-14206500","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",40,"mg/l CaCO3",NA,"Dissolved",0.990984431253831,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01101256",2011-07-05,"10:16:00","USGS-14206500","Lead","0.059","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",51,"mg/l CaCO3",NA,"Dissolved",1.35014774939498,"","Est","Est","0.059","0.059","0.059","0.059",0,0,0,0
"USGS-OR","nwisor.01.01101265",2011-09-06,"10:20:00","USGS-14206500","Lead","0.064","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",51,"mg/l CaCO3",NA,"Dissolved",1.35014774939498,"","Est","Est","0.064","0.064","0.064","0.064",0,0,0,0
"USGS-OR","nwisor.01.01101282",2011-06-06,"11:02:00","USGS-14206440","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",37,"mg/l CaCO3",NA,"Dissolved",0.897357005013293,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01101271",2011-02-01,"11:05:00","USGS-14206440","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",34,"mg/l CaCO3",NA,"Dissolved",0.805781188062158,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
